gene	lv1	lv2	rv1	rv2	genelength
Cox7a1	1584	1332	4346	4987	362
Mir1967	0	0	0	1	81
Olfr90	0	0	0	1	1045
1700056E22Rik	48	44	176	211	966
Snrnp48	667	613	2389	3823	1780
Plcxd1	281	238	971	1473	3538
Cdc40	319	327	1796	2275	3351
Odz1	0	0	0	0	8330
Fam114a1	709	691	2865	3158	2935
Vmn1r117	0	0	0	0	923
Gm3646	12	8	56	100	357
Ptchd3	0	0	1	2	3232
Mpzl3	10	21	71	95	3830
Olfr1258	0	0	0	0	935
Tle4	232	253	2053	2262	4535
Narfl	820	787	3768	5174	2544
Pip5k1b	363	388	1901	2522	2511
Gm11757_2	0	0	0	0	1318
Rsu1	876	976	3566	4381	1403
Gcsh	303	246	1281	1529	1332
Eda	66	115	598	582	5102
Vmn1r202	0	0	0	0	908
Dnajc17	151	131	515	565	997
Sass6	289	251	1043	1461	4224
Lsp1	654	478	3365	3972	1913
E330013P06	327	332	1293	2618	1352
Slc9a9	79	70	465	629	3476
1110058L19Rik	251	193	685	701	664
Triml2	1	0	0	1	1460
Anubl1	36	46	269	242	2522
Spag11a	0	0	0	0	433
Spg7	923	1021	7229	8892	2541
Col4a3bp	511	519	2626	3413	5345
Gm10487_2	0	0	0	0	898
E230016M11Rik	14	9	144	189	1755
Wnt5b	67	83	387	447	2366
Vmn1r91	0	0	0	0	923
Gpr176	0	0	6	1	3908
Grxcr1	0	0	0	0	1067
Retn	0	0	0	1	1281
Hyal6	0	0	0	0	3448
Pomt2	424	413	2130	2416	5038
Bag4	345	318	1211	1484	4792
Bdh1	374	372	1546	1781	3325
Mir883b	0	0	0	0	77
Noc4l	579	511	1840	2181	2024
Gpr101	2	0	1	0	5408
Gm5089	0	0	0	0	2535
1700110C19Rik	3	8	35	78	719
Amacr	160	142	568	733	2570
Dcaf6	892	1018	4427	5434	3286
Pja1	1083	1013	4615	5391	2698
Arhgef33	7	6	45	56	3243
G6b	1	1	14	17	1159
Fam174b	621	766	4582	3909	2675
Ifit3	1	0	2	1	1996
Ndufa4	3509	2820	11175	13072	488
Akirin2	1315	1168	4788	4778	1714
Senp7	318	397	1521	2045	5262
Zscan4a	0	0	0	0	2253
D030024E09Rik	0	0	0	0	2508
1110032F04Rik	148	167	1705	1387	2577
Ddr1	5611	4890	17465	21436	3986
Rcbtb2	722	752	2584	3107	3839
Dph1	409	371	1523	1983	2090
Ccdc76	191	243	876	1517	3147
Arid4a	488	602	3421	4336	5756
Olfr1491	0	0	0	0	959
Ccl9	0	1	48	16	3004
Wbscr22	1093	1012	3370	4274	1503
Scnm1	501	397	1319	1866	865
Sh3bp2	158	151	792	1039	3369
Prl8a8	0	0	0	0	886
Tns1	2701	3438	26505	31166	9931
E330016A19Rik	19	20	162	212	3995
Dnmt3b	304	288	943	1410	4298
Faim3	9	7	6	12	1483
Enho	108	106	379	438	1245
Snx1	531	466	1947	2412	2064
Kank2	1478	1600	9051	10938	4841
F630028O10Rik	2	6	9	33	2774
Acad11	212	229	917	1131	3328
Usp15	785	810	4349	5858	3193
Cd151	2388	2313	8591	9180	2003
Tas2r107	0	0	0	0	926
Lmbr1	307	323	1491	1646	4915
Laptm5	95	118	836	659	2390
Zwilch	265	260	1539	2083	2765
Spin1	517	523	3875	4483	4472
Olfr1457	0	0	0	0	953
Wdr8	254	262	1001	1212	1588
Rapgef2	349	377	2509	2950	6519
Zfp407	257	318	1615	1999	7899
Npas1	4	3	18	40	2079
Usp19	1966	2042	12841	16738	5190
Spcs2	1168	916	4249	4998	2810
Dus3l	810	648	3852	5660	2291
Qpctl	142	175	759	909	2093
Hes7	21	23	101	118	960
A630072M18Rik	226	231	1270	1473	5409
Tmem147	1268	1016	4390	4689	861
Scrt2	9	0	1	8	3393
4930420K17Rik	128	126	325	322	983
Slfn10-ps	6	5	30	44	3493
Ifitm5	7	8	44	66	707
Xkr9	0	0	0	4	1922
Eif2b1	568	492	1723	2277	1929
Gmcl1	221	231	1193	1420	2930
Slc35c1	287	315	843	1247	3251
Pygo1	58	59	375	452	1742
Cyp2c50	0	0	0	0	2924
2900026A02Rik	1256	1550	8339	10531	5830
AI987944	84	82	325	469	2926
Frs2	667	805	3746	5496	5674
Iqch	2	1	1	0	3352
Rex2	0	0	0	0	4017
Krtap31-2	0	0	0	0	934
App	6072	6806	37674	37773	3339
Zfp937	44	42	208	298	6916
Ndufa11	3959	2779	15969	14951	2657
Mapk9	726	819	3475	4687	4741
Eomes	5	7	45	85	3709
Atp6v1a	1141	1164	3294	4395	3931
Cep250	348	408	3742	5170	7949
Pcdha4	15	5	57	121	5318
Sept8	1395	1517	7732	10092	4617
Ncf4	43	28	124	170	1444
Gm15910	12	9	62	114	2970
Ctsl	1649	1899	11731	12497	1963
Mlph	8	15	31	145	4468
2310045N01Rik	267	285	1020	1410	594
Olfr329-ps	0	0	0	0	1297
Minpp1	466	482	2642	2845	2614
Plxnd1	6750	8769	47638	44398	6871
Gm7120	67	74	591	740	885
Rfng	364	374	2015	2640	2110
Ccdc124	1323	1008	4970	5281	906
Mir9-3	0	0	0	0	89
LOC433944	0	0	0	0	1349
Vsx2	0	0	0	0	3175
Hdac5	2343	2548	11493	14192	3771
Exoc3	1018	984	4407	5170	4583
1700113H08Rik	0	2	2	9	1337
Vmn1r126	0	0	0	0	965
Lyrm5	384	406	1254	1755	1620
Osbpl5	756	840	5290	5849	4062
Gzmm	7	16	82	115	1281
Rph3al	31	19	244	281	923
Vmn1r49	0	0	0	0	932
Cpox	1341	1025	3402	4085	3177
Ndufb5	3489	2973	9228	10941	993
Synpo2	1511	1718	7310	9188	7111
Spp1	2	1	21	941	1651
Btla	0	0	0	0	3229
1700021F05Rik	559	527	2214	2670	894
Emid2	937	834	3230	3254	2692
Cap2	6074	6026	21948	27348	3645
Sbf2	1230	1527	8774	10619	7122
Frmd6	211	246	2077	2271	4648
Akap13	1195	1853	11315	13511	12506
Grin2c	65	56	414	312	4880
Scgn	14	7	0	13	1400
Rad51l3	374	338	1539	1801	7051
Zfp35	295	227	1041	1142	3030
4930402F06Rik	0	0	0	0	1366
Cml2	0	1	2	0	3277
AI197445	0	6	2	4	5607
Btnl2	1	1	8	2	2554
Ednrb	1899	2728	11355	10334	4029
E2f1	708	605	4202	4640	2453
Enpp1	82	44	188	230	3199
Ranbp10	679	709	4235	5495	5294
Mir153	0	0	0	0	68
Lca5l	18	19	133	153	3159
Gm1679	0	0	0	0	681
Gm16381_1	0	0	0	0	680
Gm13871_1	0	0	0	0	1319
Apba2	7	0	4	9	3304
Snrpb2	671	621	1372	1860	1223
Fundc2	942	852	3762	4325	3256
Nup85	850	756	4006	5188	2140
Ttc27	234	198	1141	1293	2800
Rbpms2	3028	3000	8447	11506	1948
Wfdc8	0	0	0	0	1786
Fkbp4	5042	4309	21712	23562	2157
4921513D23Rik	612	746	4449	6287	7738
Apom	18	29	65	92	709
Slc46a1	132	114	339	394	1969
Arrdc2	86	55	317	529	2338
Ppp3r2	0	0	3	0	2983
4732456N10Rik	0	0	3	2	2525
Aptx	392	376	1656	2276	5731
Lamb2	1147	1530	13842	16597	5591
Olfr305	0	0	0	0	959
Rb1cc1	371	422	2104	2535	7022
Olfr202	0	0	0	0	923
Olfr1436	0	0	0	0	947
LOC100039753	0	0	0	0	1794
Kdm5c	2144	2207	12198	14893	6241
Mei1	0	0	4	1	3960
Tmc1	1	0	0	8	4052
Mrps18a	863	717	3670	4004	858
Cst10	0	0	0	0	786
Gm15350	25	25	87	138	515
Rabac1	1179	1179	5324	5411	870
Gng7	42	63	141	201	3490
Serpine1	40	57	276	328	3013
Ada	33	23	181	372	1614
Xpnpep1	2845	2486	11436	12694	2385
Pvrl4	27	2	6	43	3495
Cdkl5	53	70	274	413	3227
Olfr1239	0	0	0	0	917
Il1rl1	3	0	26	17	6955
Dmrt2	3	6	59	55	2333
Snf8	320	311	1088	1314	939
Mrps18c	260	175	715	791	496
Igdcc3	681	437	741	1277	3130
Wdr13	627	782	4896	6563	4224
Rpl35a	189	214	419	270	592
Hormad1	0	0	0	0	1495
Beta-s	513	866	7459	4845	636
Cmklr1	178	165	164	235	2842
Gm806	0	0	0	0	2541
Ddx46	1352	1451	8228	10709	5650
Hhip	2	0	0	5	9065
Wisp3	3	5	44	92	1413
Necab1	12	25	87	113	4909
Kri1	771	668	3835	5244	2579
Olfr1387	0	0	0	0	935
Fabp4	1	2	294	84	637
Rasip1	1238	1289	9156	8297	3140
Gm14327	0	0	0	0	1099
BB031773	1	0	0	4	3651
Tcerg1l	1	0	14	49	2557
Sirt5	112	152	768	818	1354
Gm14872	197	156	1037	1335	2950
Tsc2	1651	1843	9528	12697	6106
1500003O03Rik	339	385	1581	1878	2587
Ugp2	2876	2940	8546	10215	3071
Pla2g4f	4	0	1	6	3105
Gm3264	0	0	0	0	515
Ccdc69	134	124	894	1063	1412
Olfr119	0	0	0	0	1031
Esam	432	453	2524	2537	1847
Ranbp3	1572	1413	6308	7959	2804
Csnk1g1	406	475	2428	3355	7169
1110054M08Rik	136	134	525	561	852
Syce3	0	0	7	1	549
Irs2	457	439	3295	3769	4010
Stim2	487	560	2579	3128	4898
4632411B12Rik	1254	1269	7684	10535	4642
Tmem100	554	579	1566	1636	1761
Ano10	560	577	2144	2719	2586
Slco1b2	0	0	5	0	3280
Mir302c	0	0	0	0	67
Flt4	453	604	3610	3437	5809
Srebf2	2799	3141	16887	19976	4551
Hmgn1	1757	1301	6375	7833	1194
Mir20b	0	0	0	0	79
Rpl10l	0	0	0	0	1022
Igll1	0	1	1	0	867
Zc3h12a	68	65	230	408	2799
Jag2	144	123	1408	2027	4028
2610028E06Rik	3	0	0	7	3537
Polr1a	1000	1037	5738	6953	6076
Fam170a	0	0	0	0	1338
Bik	300	264	1438	1515	938
Pcyox1l	205	226	1820	2156	2011
Eif2ak3	254	251	1228	1766	4479
Inca1	23	26	74	153	1369
Olfr1213	0	0	0	0	1294
Fnd3c2	0	0	1	3	3638
Casc1	6	3	27	51	2518
Mir711	0	0	0	0	81
Skp2	781	701	3276	4430	6187
Mir718	0	0	0	0	87
1700013G23Rik	2	6	34	19	527
Prss38	0	0	0	0	1234
Abl2	630	797	3731	4993	10702
Smarcal1	415	459	2359	3083	6698
Akap11	590	793	5027	6314	9404
Afp	388	1568	2750	1989	2071
1700021F07Rik	0	0	0	0	637
Itgb1bp3	33	36	302	542	1833
Olfr295	0	0	0	0	929
Dpy19l3	217	269	1072	1423	7652
Cdc42bpg	313	350	2555	3699	5957
C330007P06Rik	123	148	451	559	3332
Mtif3	1080	785	3664	4021	5094
4930557J02Rik	1	0	0	1	1071
Thada	162	189	1109	1336	7858
Pank2	627	613	2929	3860	4259
Atp6v0b	1486	1392	4784	5765	988
1700125H03Rik	0	2	3	5	756
Gm13178	1	1	0	8	1223
Igsf5	0	1	1	19	2267
Ces2f	0	0	0	0	1810
Olfr855	0	0	0	0	991
Eif5a2	250	295	898	1330	4987
Nap1l4	2918	2732	14054	16056	2267
Umodl1	0	0	4	0	5021
Scfd2	125	124	494	673	6045
6430527G18Rik	1612	1542	10830	10857	4111
Atp5f1	2241	2069	9349	9973	1447
Vmn1r215	0	0	0	0	902
Ephb1	23	22	167	144	4651
Pcdhb1	0	0	0	0	2456
Lrrfip1	1928	2141	15030	21183	5718
Itpa	318	269	1052	1206	1151
Gpr110	0	0	0	49	3488
Hook3	565	697	3741	4807	12814
2410016O06Rik	430	277	1901	1896	2345
A930019D19Rik	0	0	6	1	954
9230110C19Rik	83	84	305	411	1585
Acsbg1	6	2	12	17	2761
Ano8	512	510	2989	3448	3740
Dfnb59	3	3	9	8	1213
Cd99l2	1359	1419	6034	6902	3590
Tusc1	199	181	803	751	1363
Zranb1	181	217	1309	1802	2118
Higd1a	443	344	1756	1978	1869
Acap1	425	358	1224	1791	2460
Usp25	997	1170	6051	7163	4389
Snora20	0	0	0	1	60
Smad7	571	486	3718	4131	4437
Gm5801_1	120	86	554	711	1174
4930465A12Rik	0	0	0	0	638
AW011738	37	52	327	561	2744
4931420L22Rik	0	0	0	0	770
Tppp	119	164	579	583	5086
Mtap1s	993	867	4819	5824	3267
Ccrl2	18	19	72	106	2108
Gm5151	18	8	85	102	1374
D6Wsu163e	128	116	705	809	2224
Dynlt1e_3	0	0	0	0	1156
Ikzf3	2	0	0	3	4090
Vmn2r37	0	0	0	0	3072
Spata18	1	1	6	5	1936
Psen2	383	361	1409	1654	2072
A530099J19Rik	0	0	0	0	2771
Vmn1r224	0	0	0	0	896
Olfr566	0	0	0	0	950
Gm10096_8	0	0	0	0	898
Car13	127	107	166	268	2292
Acp1	51	51	225	244	3214
Gm14511	0	0	0	0	847
Vmn1r66	0	0	0	0	1523
Rps15	2170	1650	11696	14351	518
Arhgef38	0	0	0	0	1906
Gpr173	29	49	256	388	3211
Klra6	0	0	0	0	1108
Seh1l	748	821	3765	4948	4112
Spryd3	432	396	1832	2112	2426
Mir543	0	0	0	0	75
Olfr952	0	0	0	0	944
Vmn2r92	0	0	0	0	2577
Il18bp	27	28	157	278	1395
Ern2	0	0	0	0	2951
Try10	0	0	0	0	885
Vmn2r75	0	0	0	0	2556
Slc22a19	0	0	0	0	1973
A330049N07Rik	0	0	0	0	1984
Cdh26	0	0	5	4	2876
Nars	1736	1517	7364	8866	2635
Slc25a2	1	1	16	12	1345
AI597468	426	367	1902	2202	3775
Vamp4	92	119	650	736	2524
Rccd1	117	102	779	1275	2331
Pgap1	211	209	1143	1514	10552
Pcdhb20	8	19	97	101	3396
Cdk5r1	53	47	216	310	4133
Etnk1	591	751	4438	5707	6425
Ppp6r2	430	424	2367	3367	4316
Mirlet7i	0	0	2	1	84
D630042P16Rik	0	0	4	2	1309
Olfr695	0	0	0	0	1198
1700060C16Rik	0	0	0	0	640
D730005E14Rik	8	9	38	54	3606
Sbno1	1057	1201	6942	9603	10039
2310004I24Rik	140	135	439	644	1487
Slc10a2	0	0	0	3	1623
Cdc73	380	356	1557	1908	2661
Pkig	1218	1026	6561	6875	1420
Klra33	0	0	0	0	786
Zfp516	1186	1305	7347	9211	7810
Slc25a17	414	428	1380	1921	1658
Ctxn3	0	0	0	0	1470
Trim47	885	689	5686	5392	2189
Ddx11	299	318	1958	2991	4123
Ifna14	0	0	0	0	569
Pomgnt1	1150	1191	6055	7547	2697
Alox12	101	99	536	577	2977
Tmem209	446	488	1712	2391	3388
Plrg1	913	755	3810	4202	1756
Crygb	4	2	16	4	602
Mir27a	2	0	2	0	86
4922502D21Rik	0	0	0	0	1561
Fxyd2	15	11	24	22	1009
Frmpd3	0	0	4	6	3137
Mir465b-1_1	0	0	0	0	78
Lrrn4	709	538	1503	1988	3470
0610010B08Rik_2	0	0	0	0	4533
Mup20	0	0	0	0	879
Abtb2	740	776	4682	5645	4541
Cyp4f40	1	0	2	9	1566
Tprg	0	0	0	0	1078
Btbd16	1	0	0	4	3418
Palm3	92	73	225	373	2442
Krt17	2	7	76	99	1503
Lypd4	0	0	0	0	1090
Pramel7	0	0	0	0	1857
Hnmt	62	69	129	125	1632
Ica1	299	333	1804	2181	2061
Rasgrf1	4	15	8	23	4700
Mir669a-1	0	0	0	0	96
Ccl25	30	25	118	205	1266
Piga	187	170	781	1119	3587
Cyp2a22	0	0	0	0	2217
Zfp27	175	203	992	1388	3524
Hnrnpl	6572	5909	26294	31795	2129
Upf1	1728	1684	9917	11906	4592
H2-M10.2	0	0	3	4	985
2900076A07Rik	194	229	478	699	849
Ppcdc	194	149	599	1035	2744
2610008E11Rik	257	316	1284	1868	4223
6530402F18Rik	49	35	89	142	4290
Mtap2	33	26	208	273	5505
Mir3967	0	0	0	0	67
Akap2	4661	5028	26444	32203	6864
Gm8817	0	0	0	2	565
Scmh1	1183	1263	6885	8642	3377
Fdx1	460	441	1679	1677	857
Tgm5	0	1	5	3	2518
Gm3776	0	0	0	0	867
4933400C05Rik	0	0	0	2	1107
Sstr5	90	70	30	25	2730
Kazald1	2	6	35	40	1375
Cox7b2	6	7	13	12	540
Hsd3b7	218	218	817	1032	1816
Olfr624	0	0	0	0	926
Ftcd	146	95	491	553	2696
Flywch2	46	39	170	228	685
Ap3s2	1320	1216	4063	5041	5798
Onecut2	6	24	133	162	13389
Mga	618	837	5193	6596	13907
4930415O20Rik	3	6	13	35	562
Pik3r6	27	35	177	273	3217
Gm6164	0	0	0	0	923
Capza1	182	153	478	515	3177
Arl4c	682	561	3039	3556	3965
Atp5e	4434	3314	15095	16935	411
Mier2	613	574	2960	4393	2548
Dnajc5b	3	1	0	19	1062
2310035K24Rik	337	297	1227	1490	1428
Mob3c	71	90	419	525	2878
Mir186	0	0	2	0	70
Gm2011	0	0	0	5	788
Ift88	192	194	716	1099	3053
Hmgcl	831	853	3329	3685	1404
Snord2	0	1	5	3	67
Olfr561	0	0	0	0	944
Aurkb	432	367	2310	2648	1949
Zkscan14	44	52	278	404	1978
Scrn1	159	136	842	973	1769
Tmem26	22	25	201	174	5046
Scarf2	958	758	5341	6907	3291
Nek10	0	0	0	2	3313
Psme2	61	50	329	422	965
Rnasek	1693	1555	6059	6413	619
Spred2	335	358	2109	2418	2866
Trmt6	483	513	1750	2191	2809
Rhoh	26	19	54	58	4957
Edar	0	2	3	19	3668
Acot6	10	11	87	94	1819
Olfr814	0	0	0	0	932
Sec22a	351	345	1179	1379	3985
Kif20b	611	516	2742	3588	5531
Gm7849	0	0	0	0	461
Galk2	368	357	1777	2196	2510
Bcar3	159	140	358	614	3288
Tmbim4	313	370	1157	1399	801
A430071A18Rik	0	2	29	20	1286
Olfr1471	0	0	0	0	944
Dhdh	220	226	888	1184	2731
Tbpl1	526	509	2172	2579	2868
Golgb1	707	916	7327	10365	11003
Zbtb25	82	96	469	633	1774
Pip4k2a	360	301	1543	1747	3461
Gm10058_1	0	0	0	0	880
Nudt16	111	77	446	544	1603
1700010D01Rik	0	0	0	0	497
Llgl2	646	598	2757	3450	3588
Tdrd9	17	18	116	181	4773
Krtap5-1	0	0	0	0	692
Dusp15	4	2	6	16	3338
Arl10	167	134	751	875	1044
Timd4	1	0	7	3	2166
Smarcad1	540	606	3199	3598	5074
1810063B07Rik	200	165	733	783	2302
Scn3a	2	0	8	12	9533
Olfr1313	0	0	0	0	935
Nanp	24	21	27	15	1373
Shc1	679	746	4270	4797	3700
Ankrd33b	27	29	212	271	8594
Mir30a	0	0	0	0	70
Mir219-1	0	0	0	1	109
Pcdhb12	0	0	5	4	3033
D830005E20Rik	0	0	1	7	1841
Pou2af1	0	0	0	0	2561
Noc3l	176	178	1091	1458	3956
Mir1948	0	0	0	0	84
Gjb6	0	2	1	14	2473
Ndufaf1	333	326	974	1255	1446
Slpi	11	2	43	69	872
4933434E20Rik	274	246	1362	1818	1905
Itfg1	833	928	4734	5392	3337
Gm9871	0	0	0	0	1554
Boll	1	1	1	6	1247
Plekha1	638	686	3410	4969	3311
Npr2	314	397	1966	2809	3634
Ccdc116	6	9	51	95	3930
BC029214	141	126	841	1069	968
Gm10666	0	0	0	0	965
Lss	232	249	995	1417	3080
Kctd8	0	0	100	90	2887
Rhoc	5583	4692	13580	16894	1051
Tmed11	0	0	0	0	758
Olfr43	0	0	0	0	1091
Acyp2	72	40	283	316	667
Entpd4	1400	1572	7079	8173	3071
Nsun6	65	79	384	510	4764
Mia1	5	2	18	33	563
Ftsj3	934	874	4497	5930	2844
Xpa	168	173	947	1262	949
Slc27a3	169	132	755	988	2255
Psg18	0	0	0	0	2532
2810422J05Rik	860	802	3130	4100	1211
Myo5b	12	7	61	108	6608
Tas2r116	0	0	0	0	917
Mettl11a	549	485	2133	2582	1213
Zfp382	47	53	385	586	2188
Stard7	2214	2184	13588	16013	3110
Pdgfra	312	261	3175	3492	6713
Srpk1	1006	920	4223	6068	2438
Mir96	0	0	0	0	105
Olfr399	0	0	0	0	1002
Gm5635	0	0	0	0	732
Olfr479	0	0	0	0	983
Hspa4l	394	364	2648	3196	3539
1700006A11Rik	0	0	0	0	1971
Ehbp1	513	641	2947	3709	5023
Inhbc	0	1	0	1	1966
Cd5	6	5	29	45	2058
Inpp5k	175	247	1191	1540	2629
Mapkapk5	430	380	2374	2979	2194
Leprel4	1290	1120	6615	7176	1859
Ebf4	31	38	219	333	2653
Gopc	423	425	2597	3421	4308
Rhox4e	0	0	0	0	973
B230319C09Rik	1	2	14	16	1686
Hemt1	0	0	0	0	799
Ccl21b_2	0	0	0	0	827
Pou3f2	1	5	12	22	6271
Epcam	40	15	27	421	2051
Olfr1431	0	0	0	0	938
2310003H01Rik	630	623	3049	3891	3165
Sftpc	0	0	0	0	797
Hmx1	4	1	2	5	1506
Acss1	192	234	1300	1872	3580
Gm17689	0	0	0	0	327
Defb45	0	0	0	0	386
1810030O07Rik	208	254	1388	1803	2565
D1Ertd622e	90	93	425	515	2735
B3gntl1	295	289	955	1260	2838
Cpa3	2	2	9	13	1442
LOC100039614_1	0	0	0	0	991
Gm3415	0	0	0	0	1172
Gm11468	0	0	0	3	380
Dstn	10963	11304	43351	52624	1896
Ttc13	765	767	3632	4270	3031
Polm	218	243	825	1404	2914
Zfp422	351	359	2029	2558	3163
Rnf25	297	253	1488	1997	1465
Gm88	26	42	177	196	1378
Gm5577	11	12	70	137	1421
Mir299	0	0	0	0	62
E030010A14Rik	205	193	728	987	2460
Wnt10b	0	0	0	11	2222
Dact2	47	77	446	553	2805
Sohlh1	0	0	0	0	1279
Olfr643	0	0	0	0	944
Gm5325	0	0	0	0	416
Vmn1r27	0	0	0	0	911
Oasl2	1	3	61	36	3130
AU019990	0	0	0	1	2487
Mtss1l	1437	1645	10663	11992	4695
Map2k3	1306	1213	4602	5466	2154
Dennd4c	215	263	1444	1879	8407
Tlk1	1157	1301	6571	7722	4011
Ell3	11	11	33	41	1663
Fbxo10	488	626	3552	4113	4623
Mir465c-1	0	0	0	0	80
Hoxd4	0	1	15	26	2553
Smc5	748	882	4286	6479	5842
Terc	4	4	11	30	396
1700029J07Rik	17	28	205	457	2733
Slc12a4	1391	1400	7662	9634	3808
Gm10696	0	0	0	0	2245
4930583H14Rik	112	70	256	387	1425
Paqr9	29	58	217	295	2304
Obfc2b	1504	1289	4037	4811	1045
4921523A10Rik	1	0	2	7	2473
1700020N15Rik	0	0	1	0	544
Pla2g2d	0	1	0	1	2260
Armcx3	100	142	298	341	3380
Rbks	55	43	99	142	1017
Grhpr	700	542	2823	2920	1217
Gtdc1	219	259	828	1049	2543
Extl2	350	402	1321	1520	3247
Tars	1185	1105	5771	6930	2617
Slc10a3	150	137	579	639	2018
Mir344g	0	0	1	0	70
Hiat1	522	500	2266	2691	2767
C78339	455	428	2229	2289	1376
Gclc	476	437	1515	2039	3411
1810013A23Rik	0	0	0	1	414
Fmod	423	408	1549	1902	2856
Cntnap4	3	0	2	0	4826
Vmn1r18	0	0	0	0	899
Tmem171	15	19	105	133	1151
Nfatc1	1065	1227	5341	5687	7422
Olfr1259	0	0	0	0	929
Pnpla8	562	657	3160	3475	4394
Ap3d1	1940	1921	11723	14444	4699
Dock4	141	145	1223	1372	8012
Lypla2	1057	918	4148	5318	1583
A130022J15Rik	237	264	1613	2002	3187
Spdyb	0	0	0	2	1812
Rdh11	170	150	794	832	1567
Krtcap2	2225	1902	4712	5559	511
Gm5414	0	0	0	0	1650
Gm9199	0	0	6	13	1287
Pfas	515	551	3527	5137	6341
Mrpl39	1191	1331	4652	5698	1840
Gm5535	3	2	7	8	1739
Cdkal1	157	173	676	813	2522
Prrx2	972	714	4471	5748	1125
Olfr987	0	0	0	0	929
Glcci1	339	450	2458	3025	6196
Tbc1d20	347	354	2575	3006	1928
Zfp296	5	5	50	94	1527
Nhs	87	94	516	712	5822
LOC100504703	64	57	136	193	327
Snx16	181	197	531	637	2646
Dnajb11	1729	1499	7462	8729	3225
2500003M10Rik	602	554	3794	4868	3242
Lin7b	8	7	24	61	710
Pkp1	0	3	4	10	4472
Vcam1	1083	928	4122	4328	3389
Prdx5	473	464	3211	3433	682
Gm13375	238	249	929	1041	1383
Trim9	8	10	74	82	7411
Prss54	0	0	7	4	1147
Ephx3	0	1	16	12	2409
Asxl1	991	1115	6120	7598	6662
Rnaseh2a	374	335	1968	2038	2036
A330032B11Rik	0	0	11	15	1916
Klra14	0	0	0	0	796
1700010J16Rik	0	0	0	0	880
Gm8979	0	0	0	0	3417
Ceacam1	10	17	58	69	3727
1700074P13Rik	0	0	0	0	1640
Mtap7d2	40	47	151	237	3837
Gsdma	0	0	0	5	2714
Mir132	0	0	0	0	65
Gm6592	0	0	0	0	501
Gm12191	51	47	410	457	473
Mir337	0	0	0	0	96
Vmn1r165	0	0	0	0	923
Mapk8ip2	20	7	45	62	3527
Cldn17	0	0	0	0	1171
Xylb	68	66	219	367	3957
Ffar3	2	2	2	3	1623
Pgd	2090	1885	9011	11286	2211
Gcc1	196	200	1024	1231	4136
Homer2	4045	3662	13605	18405	11139
Btg3	6	2	10	9	1384
Olfr288	0	0	0	0	2080
Foxa3	2	4	9	8	2037
Ier5l	398	247	1825	1651	1558
Flad1	397	435	2299	3281	2180
Rassf10	56	73	614	502	3496
Scap	804	734	3826	4518	4263
Wdr46	1025	943	3972	4339	2149
Heyl	77	62	446	447	4527
Fam65a	2074	2261	8838	10317	4111
Ercc3	419	408	1948	2492	2658
Gm1568	1	3	8	7	4397
Sf3a3	748	752	3918	4738	1680
Heatr1	364	363	1838	2433	6731
Dgkd	776	749	4319	5731	5664
Tmem138	166	154	510	593	913
Mesp1	1	2	5	3	1075
Zfp473	17	11	64	93	3800
Zfp804b	3	0	8	0	4028
Kcnk4	10	8	51	129	1728
Acaa2	1878	1868	9477	9648	1490
Hnrnpab	9879	8821	47757	48448	2537
Gm4952	1	0	1	6	1603
2210010C04Rik	0	0	0	0	2137
Fam159a	0	3	24	26	590
Dalrd3	685	558	3229	4454	1725
Lpo	0	1	0	3	2914
Gm11062	0	0	0	0	692
Itpr3	280	273	1840	2227	8932
Eme1	1828	1352	3866	4611	2219
Olfr313	0	0	0	0	1073
4930578N16Rik	46	37	152	226	1722
Inpp5f	280	289	1453	1911	4720
Zbed3	735	696	4129	4630	1892
Atp4a	17	15	58	78	3425
Fam69c	2	17	24	38	2148
Enpp6	19	19	105	89	3057
A730043L09	0	1	1	6	1202
Gm14318	64	51	200	337	1673
4933433G15Rik	1	1	10	9	1149
Wdr25	79	83	305	370	2650
G3bp2	2863	3036	11430	12848	4664
Htr1f	0	0	0	0	2506
Satl1	0	0	0	4	2406
1700009J07Rik	0	0	0	0	912
Pnpla1	3	1	3	3	4473
Gas2l2	8	7	15	22	2604
Pgk1	58	58	701	924	1790
Ddb1	8377	8267	42566	51960	4136
Rnf186	0	0	9	0	1254
Efcab1	22	29	46	116	1122
Serpina7	0	0	0	0	2353
Nfkbil1	264	190	1248	1508	1466
Gm5113	94	80	488	680	2952
Hspbp1	592	490	2328	2544	1480
Ston1	348	372	1998	2450	2979
Otud4	1447	1773	9754	14371	7306
Aim1	21	6	46	115	7396
Lzic	326	237	1560	1726	1770
Calcb	0	0	0	0	957
BC049635	0	0	1	4	1651
Pole	447	499	3252	4567	7080
Mblac2	95	105	438	547	3879
Ablim3	26	43	220	358	4539
Bmp1	886	1041	7424	9955	4434
Uroc1	1	2	4	10	3342
B3gnt8	69	61	298	328	1866
Adra1d	10	8	175	138	2392
Hist1h2bb	1	0	28	13	467
Pnma2	24	16	50	103	4515
Tmem229a	3	2	26	71	4984
Gm13752	0	0	0	0	2612
Tcl1b4	0	0	0	0	1027
Loxl2	2742	2569	20590	19811	5166
Clu	1391	1422	12471	11752	1799
Sc5d	298	386	1013	1297	2243
Pgr	2	0	2	26	6881
Cage1	15	24	129	177	2845
Ufc1	1148	928	3639	4277	957
Mettl17	321	317	1676	2299	1609
